标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
小米（MI） 小米Max3 手机 蓝色 全网通（6GB+128GB）,小米（MI）,小米（MI） 小米Max3 手机 蓝色 全网通（6GB+128GB）,50174016590,1299.00,364,5,308,271,0.98,7,0,3,1
【3期免息】OPPO A9x 4800万像素 VOOC闪充 6GB+128GB 全面屏拍照游戏手机 冰玉白,OPPO,【3期免息】OPPO A9x 4800万像素 VOOC闪充 6GB+128GB 全面屏拍照游戏手机 冰玉白,47721162547,1599.00,363,5,101,257,0.95,1,2,2,3
小米9Pro 5G版手机【碎屏险】骁龙855Plus 梦之白 全网通(8GB+256GB),小米（MI）,小米9Pro 5G版手机【碎屏险】骁龙855Plus 梦之白 全网通(8GB+256GB),57284747065,3799.00,362,5,128,229,0.96,7,1,2,3
【二手95新】OPPO Find X 曲面全景屏 4G全网通 双卡双待 二手手机 冰珀蓝 全网通(8G RAM+128G ROM),OPPO,OPPOOPPO Find X,25986752588,2266.00,363,5,252,234,0.97,6,6,4,3
【二手9成新】三星GalaxyS8G9500二手手机全网通 烟晶灰 S8【4+64】,三星（SAMSUNG）,【二手9成新】三星GalaxyS8G9500二手手机全网通 烟晶灰 S8【4+64】,51053743153,1470.00,362,5,88,269,0.94,3,3,4,1
【二手9成新】三星S9+SM-G9650/DS 全网通曲面屏智能手机全网通4G 双卡双待 二手手机 谜夜黑 6G+128G（全网通）赠送原装充电器套装,三星（SAMSUNG）,三星（SAMSUNG）s9+,34816557972,2578.00,361,5,152,219,0.96,17,44,5,1
,,,,,,,,,,,,,
【二手95新】国行 三星 Galaxy Note8（N9500）二手手机  商务智能 迷业黑 6GB+128GB,三星,三星N9500,32838553949,2078.00,362,5,251,200,0.98,8,13,2,1
小米红米Redmi 7A 全网通4G手机 雾光金 2GB+32GB,小米（MI）,小米红米Redmi 7A 全网通4G手机 雾光金 2GB+32GB,56799686258,539.00,358,5,71,282,0.93,1,1,3,2
【二手9成新】Apple iPhone7 Plus 苹果7 plus手机 游戏手机 玫瑰金 128G全网通,Apple,【二手9成新】Apple iPhone7 Plus 苹果7 plus手机 游戏手机 玫瑰金 128G全网通,26352304851,1976.00,362,5,251,222,0.96,8,1,8,1
【二手9成新】Apple iPhone X 苹果x 二手手机 银色 64G 全网通,Apple,AppleiPhone X,25986286452,3438.00,358,5,121,241,0.93,11,4,7,1
,,,,,,,,,,,,,
【二手9成新】华为（HUAWEI）nova2全网通 安卓手机4G+64G 曜石黑 4G+64G 全网通,华为（HUAWEI）,华为（HUAWEI）NOVA 2,29659479000,687.00,373,5,206,257,0.95,1,3,7,3
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
【二手9成新】华为（HUAWEI） 华为畅享8 Plus 高清四摄 全网通4G 智能手机 双卡双待 黑色 4GB+64GB 全网通,华为（HUAWEI）,【二手9成新】华为（HUAWEI） 华为畅享8 Plus 高清四摄 全网通4G 智能手机 双卡双待 黑色 4GB+64GB 全网通,17168678602,668.00,351,5,66,289,0.97,0,0,1,1
华为 Mate30 手机 全网通4G（华为直供 原装正品 价保到11.11）下单尊享19重豪礼 亮黑色(8G+128G),华为（HUAWEI）,华为 Mate30 手机 全网通4G（华为直供 原装正品 价保到11.11）下单尊享19重豪礼 亮黑色(8G+128G),58754246507,4299.00,349,5,274,75,1.0,6,0,0,0
华为nova5pro/nova5 Pro手机【京东白条分期免息+咨询有惊喜+7天价保 】全网通4G 亮黑色 8GB+128GB（移动电源套餐）,华为（HUAWEI）,华为nova5pro/nova5 Pro手机【京东白条分期免息+咨询有惊喜+7天价保 】全网通4G 亮黑色 8GB+128GB（移动电源套餐）,54840413405,2729.00,337,5,166,167,0.97,13,21,3,1
【二手9成新】 OPPO R9s Plus 安卓智能拍照手机 二手手机（送快充充电套装） 黑色 6G+64G全网通,OPPO,【二手9成新】 OPPO R9s Plus 安卓智能拍照手机 二手手机（送快充充电套装） 黑色 6G+64G全网通,48473873391,799.00,336,5,97,228,0.89,4,1,5,6
小米红米 Redmi note8 手机 皓月白 全网通(4GB+64GB),小米（MI）,小米（MI）红米note8,55745488350,999.00,335,5,140,191,0.97,1,0,1,3
自营 AGM X3 Turbo 满血骁龙845 户外三防智能手机 游戏手机 防水防摔军工三防手机 红色+黑色 8G+128G,AGM,AGM X3,43693110455,3799.00,334,5,146,178,0.93,21,5,8,2
华为（HUAWEI）畅享9 移动4G版全网通 双卡双待 全面屏智能老人手机 学生智能手机 极光蓝 （4G+64G）,华为（HUAWEI）,华为（HUAWEI）畅享9 移动4G版全网通 双卡双待 全面屏智能老人手机 学生智能手机 极光蓝 （4G+64G）,50420522748,909.00,332,5,73,259,1.0,3,1,0,0
华为（HUAWEI） 荣耀 畅玩7 智能老人手机 畅玩7移动全网通手机 黑色 2G+16G 移动+全网通,华为（HUAWEI）,华为（HUAWEI） 荣耀 畅玩7 智能老人手机 畅玩7移动全网通手机 黑色 2G+16G 移动+全网通,50635702683,449.00,332,5,153,230,0.95,3,1,6,2
小米（MI） 小米Max3 大屏游戏手机 曜石黑 全网通(6GB+128GB),小米（MI）,小米（MI）小米Max3,31109148580,1278.00,330,5,168,226,0.98,2,1,1,2
【二手9成新】OPPO R15 安卓手机 雪盈白 全网通(6G RAM+128G ROM),OPPO,【二手9成新】OPPO R15 安卓手机 雪盈白 全网通(6G RAM+128G ROM),27279883847,1140.00,330,5,184,219,0.96,9,3,3,3
【二手9成新】Apple iPhone X XR 苹果xr 6.1英寸智能二手手机 黑色 128G 全网通,Apple,【二手9成新】Apple iPhone X XR 苹果xr 6.1英寸智能二手手机 黑色 128G 全网通,39527580754,3888.00,333,5,312,257,0.99,5,2,2,1
Apple 苹果 iPhone11 手机 白色 128GB,Apple,AppleiPhone 11,56671381768,5949.00,329,5,55,268,0.9,3,2,4,2
魅族（MEIZU） 魅族 X8 游戏16拍照手机 亮黑 全网通(4G+64G),魅族（MEIZU）,魅族（MEIZU） 魅族 X8 游戏16拍照手机 亮黑 全网通(4G+64G),35434467320,849.00,329,5,97,228,0.92,9,5,7,1
,,,,,,,,,,,,,
朵唯（ DOOV ）D1 6GB+64GB 双面玻璃 6.3全面屏 微信QQ八开人脸识别指纹解锁 全网通4G 天空之镜,朵唯（DOOV）,朵唯朵唯D1,100008713454,699.00,325,5,95,221,0.91,4,3,5,4
,,,,,,,,,,,,,
【立减100+赠无线充】三星Galaxy S10+ 手机 移动定制版（可软件升级全网通） 黑色 8GB+128GB（碎屏无忧套餐）,三星（SAMSUNG）,【立减100+赠无线充】三星Galaxy S10+ 手机 移动定制版（可软件升级全网通） 黑色 8GB+128GB（碎屏无忧套餐）,57002117376,5419.00,324,5,110,210,0.96,16,0,3,1
【二手95新】（SAMSUNG） 三星（SM-W2018）三星W2018二手手机 至尊雅金+原线+无线充 6GB+64GB,三星（SAMSUNG）,三星（SAMSUNG）三星W2018,55420523665,4799.00,324,5,108,212,0.92,7,5,8,1
【二手99新】Apple iPhone X XR 苹果xr 6.1英寸 全面屏智能二手手机 白色 128G 全网通,Apple,【二手99新】Apple iPhone X XR 苹果xr 6.1英寸 全面屏智能二手手机 白色 128G 全网通,41444883472,4399.00,332,5,296,237,0.99,1,1,0,1
OPPO K3手机【直降200元+蓝牙耳机】隐藏式摄像头VOOC闪充全网通双卡双待r17/15x同款 星云紫 6G+64G 官网标配,OPPO,OPPOOPPO K3,55527282428,1499.00,324,5,139,181,0.97,4,8,3,1
,,,,,,,,,,,,,
【二手99新】Apple iPhone 8 Plus 苹果8Plus 二手手机 金色 64G 全网通,Apple,AppleiPhone 8 Plus,17821097714,3099.00,324,5,231,212,0.97,4,2,5,2
小米9【正品新机/现货速发】骁龙855 全面屏游戏智能手机 深空灰 8G+256G,小米（MI）,小米（MI）小米9,56597929416,2686.00,323,5,126,191,0.95,5,4,4,2
【6期免息】华为手机 Mate20 X (5G) 7nm工艺5G旗舰芯片全面屏mate20x 5g 翡冷翠 全网通 8GB+256GB,华为（HUAWEI）,【6期免息】华为手机 Mate20 X (5G) 7nm工艺5G旗舰芯片全面屏mate20x 5g 翡冷翠 全网通 8GB+256GB,55094854973,6209.00,322,5,77,243,0.97,5,0,1,1
Apple 苹果 iPhone 11 移动联通电信4G手机 双卡双待 黑色 全网通 (64GB),Apple,Appleipone11(A2223),56835037249,5398.00,321,5,91,226,0.95,4,1,3,1
【二手9成新】OPPO r9 手机 玫瑰金 4+64G 全网通,OPPO,OPPOR9,29326038461,552.00,325,5,178,238,0.93,4,0,6,6
小米（MI） 小米mix3 手机 黑色 6+128G,小米（MI）,小米（MI） 小米mix3 手机 黑色 6+128G,56492627695,1968.00,320,5,139,234,0.95,3,1,4,3
飞利浦（PHILIPS） 触屏手写老人手机 全网通4G智能学生老年机 双卡双待 微信视频WIFI热点 全网通4G+玫瑰红（512M+4GB）,飞利浦（PHILIPS）,飞利浦（PHILIPS） 触屏手写老人手机 全网通4G智能学生老年机 双卡双待 微信视频WIFI热点 全网通4G+玫瑰红（512M+4GB）,53796356672,488.00,317,5,65,248,0.94,4,1,3,1
小米 红米Redmi  红米K20 手机 冰川蓝 全网通(8G+256G),小米（MI）,小米（MI）红米K20,49942367083,2008.00,337,5,121,210,0.95,8,7,3,3
Apple 苹果 iPhone 11 全网通 双卡双待 白色 64GB,Apple,Apple 苹果 iPhone 11 全网通 双卡双待 白色 64GB,56798430977,5588.00,332,5,65,263,0.94,3,1,3,1
【二手9成新】Apple iPhone7 苹果7 智能二手手机（送一年碎屏险） 磨砂黑 32G 全网通,Apple,【二手9成新】Apple iPhone7 苹果7 智能二手手机（送一年碎屏险） 磨砂黑 32G 全网通,31802434085,1188.00,330,5,265,178,0.97,9,7,3,3
联想S5 Pro GT 骁龙660 2000万AI四摄 偶像级自拍 光学变焦 全网通4G手机双卡双待 晶耀黑 6G+128G,联想（Lenovo）,联想（Lenovo）L58091,45607441233,1198.00,314,5,109,199,0.94,7,3,3,3
联想Z5 Pro GT 骁龙855旗舰版游戏手机全网通4G双卡双待 碳纤黑 8GB+128GB,联想（Lenovo）,联想Z5 Pro GT 骁龙855旗舰版游戏手机全网通4G双卡双待 碳纤黑 8GB+128GB,41512906853,1898.00,303,5,182,180,0.92,16,5,5,10
苹果Apple iphone 11 手机【现货立发】 全网通智能手机 绿色 256GB,Apple,苹果Apple iphone 11 手机【现货立发】 全网通智能手机 绿色 256GB,57256736330,7088.00,303,5,56,244,0.94,2,0,2,1
华硕ROG游戏手机2败家之眼 【尊享套装 】酷冷风扇+30w充电套装 精英版8G+128G全网通,ROG,ROGROG游戏手机2,55447367940,4049.00,303,5,136,165,0.98,13,8,2,0
飞利浦（PHILIPS） E520 陨石黑 大屏超长待机 滑盖老人手机 移动联通  双卡双待 学生老年备用功能手机,飞利浦（PHILIPS）,飞利浦E520,100007696652,399.00,303,5,87,213,0.96,2,0,1,2
ROG游戏手机2 骁龙855 Plus芯片 120Hz电竞屏手机 黑色 全网通 (8G+128G)精英版,ROG,ROGROG游戏手机2,52698433569,3499.00,303,5,120,179,0.96,10,4,4,0
华为（HUAWEI）荣耀畅玩8 移动联通电信全网通4G 老人老年学生大字体全面屏智能手机 幻夜黑 2GB+32GB,华为（HUAWEI）,华为（HUAWEI）畅玩8,51955080216,539.00,302,5,53,246,0.94,1,0,1,2
华为（HUAWEI） 华为mate20 RS 保时捷限量版 手机 （30天价保） 玄黑色 全网通(8GB+512GB),华为（HUAWEI）,华为（HUAWEI） 华为mate20 RS 保时捷限量版 手机 （30天价保） 玄黑色 全网通(8GB+512GB),37030690208,12999.00,302,5,138,231,0.98,4,1,2,0
华为(HUAWEI) 荣耀畅玩8 全网通版移动联通电信4G 全面屏老人手机 学生智能手机 幻夜黑(2G+32G)送壳膜+正品耳机,华为（HUAWEI）,华为（HUAWEI）荣耀畅玩8,53190036225,569.00,301,5,54,245,0.96,1,0,2,0
【6期免息+1万毫安充电宝+运动手环+碎屏险+耳机等】华为 HUAWEI nova5 Pro 手机 亮黑色 全网通 (8G+128G)6期免息送好礼,华为（HUAWEI）,华为（HUAWEI） HUAWEI nova5Pro,50509040437,2699.00,328,5,168,158,0.98,4,1,2,0
【二手9成新】荣耀 V20 手机 麒麟980芯片 魅眼全视屏 游戏手机 双卡双待 4G全网通 魅海蓝 8GB+128GB,荣耀（honor）,【二手9成新】荣耀 V20 手机 麒麟980芯片 魅眼全视屏 游戏手机 双卡双待 4G全网通 魅海蓝 8GB+128GB,41755971814,1799.00,300,5,119,178,0.96,4,2,2,2
纽曼（Newman）F9c 翻盖老人机 移动联通4G 电信老年手机 大声大字 男 女 学生备用功能机 移动版 玫瑰金,纽曼（Newman）,纽曼（Newman）纽曼F9c,57417831141,199.00,299,5,137,162,1.0,1,1,0,0
华为 nova5 手机【30天价保 多重好礼  】全网通 AI四摄 绮境森林 8G+128G,华为（HUAWEI）,华为 nova5 手机【30天价保 多重好礼  】全网通 AI四摄 绮境森林 8G+128G,51703901952,2599.00,299,5,102,187,0.91,5,1,8,2
【二手9成新】荣耀 Magic2 手机 魔术2 AI智能 超广角AI三摄 4G全网通 双卡双待 黑色 8GB+128GB,荣耀（honor）,【二手9成新】荣耀 Magic2 手机 魔术2 AI智能 超广角AI三摄 4G全网通 双卡双待 黑色 8GB+128GB,41881968447,1799.00,299,5,119,177,0.97,4,5,1,2
【二手9成新】Apple iPhone6 苹果6 二手手机 4.7英寸 智能手机 金色（送一年碎屏险） 32G 全网通,Apple,【二手9成新】Apple iPhone6 苹果6 二手手机 4.7英寸 智能手机 金色（送一年碎屏险） 32G 全网通,39179146904,798.00,302,5,219,195,0.98,2,4,3,0
【三期免息】OPPO A5 千元手机 全网通 移动联通电信4G 双卡双待手机 oppoa5 凝夜紫（3G+32G） 全网通,OPPO,OPPOoppoA5,54821622015,799.00,298,5,76,219,0.96,4,1,1,2
华为mate30 手机【当天发/原装无线充/价保11.11】 星河银 （8G+128G）原装无线充套装版,华为（HUAWEI）,华为mate30 手机【当天发/原装无线充/价保11.11】 星河银 （8G+128G）原装无线充套装版,57165901763,4309.00,298,5,142,152,0.97,9,3,4,0
华为nova 5i手机 后置AI四摄 极点全面屏 前置2400万高清摄像头全网通4G手机 幻夜黑 6GB+128GB（白条免息+多重豪礼）,华为（HUAWEI）,华为nova 5i手机 后置AI四摄 极点全面屏 前置2400万高清摄像头全网通4G手机 幻夜黑 6GB+128GB（白条免息+多重豪礼）,53779319566,1999.00,298,5,137,160,0.99,12,0,1,0
,,,,,,,,,,,,,
三星（SAMSUNG） Galaxy Note8（SM-N9500）手机 谜夜黑 全网通(6G+64G),三星（SAMSUNG）,三星（SAMSUNG） Galaxy Note8（SM-N9500）手机 谜夜黑 全网通(6G+64G),25936762430,3409.00,294,5,169,170,0.94,11,1,5,4
【二手9成新】Apple iPhone8 Plus 苹果8 Plus 5.5英寸智能二手手机 金色 256G 全网通,Apple,AppleiPhone8 Plus,48637528903,3518.00,301,5,67,233,0.98,5,2,1,0
Apple 苹果 iPhoneXR (A2108) 全网通移动联通电信4G手机双卡双待 黑色 128G,Apple,AppleiPhone XR,37033271048,5099.00,299,5,101,249,0.97,2,0,3,0
OPPO A11x新品手机【3期免息+蓝牙耳机】4800万四摄大电池水滴屏a5/a9x升级版全网通 湖光绿(（8GB+128GB） 超值套装,OPPO,OPPOOPPO A11x,57276352530,1899.00,292,5,135,157,1.0,10,1,0,0
华为Mate30 Pro【现货速发 5G版咨询客服】麒麟990旗舰芯片4G手机 星河银 全网通碎屏版（8G+128G套装）,华为（HUAWEI）,华为Mate30 Pro【现货速发 5G版咨询客服】麒麟990旗舰芯片4G手机 星河银 全网通碎屏版（8G+128G套装）,58033388615,5878.00,289,5,91,198,1.0,2,1,0,0
【二手9成新】Apple iPhoneX 苹果x 二手手机 全屏智能 吃鸡游戏 银色 64G 全网通+蓝牙耳机,Apple,【二手9成新】Apple iPhoneX 苹果x 二手手机 全屏智能 吃鸡游戏 银色 64G 全网通+蓝牙耳机,40235963072,3268.00,291,5,175,195,0.95,13,9,7,2
华为（HUAWEI） 畅享7S 全网通版移动联通电信4G 双卡双待老人老年全面屏智能手机 黑色 (4G RAM+64G ROM),华为（HUAWEI）,华为（HUAWEI）畅享7S,25869912335,849.00,289,5,149,229,0.97,1,0,3,1
【二手9成新】OPPO Find X 二手手机 冰珀蓝 全网通(8G RAM+128G ROM),OPPO,OPPOFind X,28263196296,2199.00,289,5,161,171,0.97,7,4,4,0
,,,,,,,,,,,,,
【二手9成新】Apple iPhone6 Plus 苹果6plus 智能二手手机 高清 大屏 金色（送一年碎屏险） 64G 全网通,Apple,【二手9成新】Apple iPhone6 Plus 苹果6plus 智能二手手机 高清 大屏 金色（送一年碎屏险） 64G 全网通,37232174066,1048.00,288,5,167,174,0.94,9,7,8,1
vivo Z3手机【限时立减50元】指纹识别灵动水滴屏 流光渐变机身 星夜黑 6GB+64GB 全网通,vivo,vivo Z3手机【限时立减50元】指纹识别灵动水滴屏 流光渐变机身 星夜黑 6GB+64GB 全网通,56759766501,1148.00,286,5,95,191,1.0,4,3,0,0
荣耀8X 手机【碎屏险】 幻夜黑 全网通(6G+128G),华为（HUAWEI）,荣耀8X 手机【碎屏险】 幻夜黑 全网通(6G+128G),32510376306,1335.00,285,5,112,210,0.96,3,0,3,1
中国电信（China Telecom） 直板电信老人手机老年机 大字大声大屏老年人天翼电信 功能性手 【H10红色】电信2.4寸大屏 电信版,中国电信（China Telecom）,中国电信（China Telecom） 直板电信老人手机老年机 大字大声大屏老年人天翼电信 功能性手 【H10红色】电信2.4寸大屏 电信版,47688669051,99.00,278,5,43,232,0.93,6,0,3,0
【二手9成新】 华为（HUAWEI）P9 华为手机 安卓手机 灰色 4GB+64GB 全网通,华为（HUAWEI）,华为（HUAWEI）P9,29279700379,639.00,283,5,234,190,0.93,3,4,11,5
,,,,,,,,,,,,,
CONQUEST 征服 S12 三防户外智能手机防水防摔超长待机电信全网通4G 黑色6GB+128GB 标准版（软件对讲）,CONQUEST,CONQUESTS12,42224311436,2988.00,276,5,158,114,0.97,19,4,1,3
荣耀畅玩8 全面屏老人老年学生智能手机 全网通 2G+32G 蓝色,华为（HUAWEI）,荣耀畅玩8 全面屏老人老年学生智能手机 全网通 2G+32G 蓝色,51967629458,549.00,280,5,89,188,0.96,0,0,1,2
诺基亚 NOKIA X6 全网通 双卡双待 移动联通电信4G手机 星空黑 6GB+64GB,诺基亚（NOKIA）,诺基亚（NOKIA）X6,30960899870,1088.00,275,5,126,183,0.97,6,3,1,2
华为Mate20 X 5G版 手机 翡冷翠 8G+256G,华为（HUAWEI）,华为Mate20 X 5G版 手机 翡冷翠 8G+256G,54461020380,6199.00,273,5,68,202,0.95,1,0,3,0
【二手95新】华为p20 二手安卓手机 宝石蓝 6GB+128GB,华为（HUAWEI）,华为（HUAWEI）华为P20,44605438641,1699.00,274,5,84,180,0.89,4,1,7,3
【二手9成新】华为（HUAWEI）华为P10 安卓手机 蓝色 4G+64G 全网通,华为（HUAWEI）,华为（HUAWEI）P10,30636885629,885.00,274,5,78,203,0.92,2,2,3,3
【二手9成新】 华为手机（HUAWEI）荣耀9i 二手手机 游戏拍照备用机 5.84寸全面屏 黑色 4+64G 全网通,华为（HUAWEI）,华为（HUAWEI）荣耀9i,48711499577,715.00,274,5,49,219,0.89,1,0,4,2
【二手9成新】三星GalaxyS8（SM-G9500）安卓手机 绮梦金 全网通(4G RAM+64） 谜夜黑（全网通）,三星（SAMSUNG）,【二手9成新】三星GalaxyS8（SM-G9500）安卓手机 绮梦金 全网通(4G RAM+64） 谜夜黑（全网通）,50800527031,1468.00,273,5,79,184,0.88,8,12,8,2
realme X 手机 OPPO子品牌 朋克蓝 8G+128G 全网通 送耳机+1拖三充电线,realme,realme X 手机 OPPO子品牌 朋克蓝 8G+128G 全网通 送耳机+1拖三充电线,52543716426,1599.00,272,5,78,191,0.96,2,2,1,2
小米CC9 全网通4G 【现货速发/贴心好礼】 手机屏幕指纹全面屏智能手机 暗夜王子（深空灰） 全网通(6G+128G),小米（MI）,小米CC9 全网通4G 【现货速发/贴心好礼】 手机屏幕指纹全面屏智能手机 暗夜王子（深空灰） 全网通(6G+128G),53154161733,1666.00,275,5,77,196,0.97,2,2,2,0
,,,,,,,,,,,,,
华为畅享10plus 手机 翡冷翠 全网通（6G+128G）分期免息0首付,华为（HUAWEI）,华为（HUAWEI）华为畅享10 Plus,54355508210,1789.00,271,5,64,205,0.96,3,0,0,2
华为（HUAWEI） nova 2S NFC版 全面屏四摄 移动联通电信4G全网通 智能手机 浅艾蓝 (4GB RAM+64GB ROM),华为（HUAWEI）,华为（HUAWEI）nova 2S,41445142142,1175.00,276,5,146,192,0.97,9,1,1,2
【二手9成新】华为 HUAWEI 荣耀 畅玩5A 二手手机 老人机 学生机 金色 2+16G 全网通,华为（HUAWEI）,【二手9成新】华为 HUAWEI 荣耀 畅玩5A 二手手机 老人机 学生机 金色 2+16G 全网通,29023619974,321.00,269,5,180,189,0.98,1,1,1,1
华为（HUAWEI） 荣耀 畅玩6 移动联通电信4G全网通 智能老人手机 双卡双待7 畅玩6金色 全网通2G+16GB,华为（HUAWEI）,华为（HUAWEI） 荣耀 畅玩6 移动联通电信4G全网通 智能老人手机 双卡双待7 畅玩6金色 全网通2G+16GB,31960236374,418.00,288,5,84,242,1.0,2,0,0,0
