标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
ZTK 适配亚都空气净化器滤网 滤芯 KJG3002A/KJ260A,ZTK,ZTK 适配亚都空气净化器滤网 滤芯 KJG3002A/KJ260A,30229611924,298,1476,5,1351,837,0.99,18,0,1,2
大金（DAIKIN）空气净化器家用加强型 KJ421F-N01(MC71NV2C-W) 白色,大金（DAIKIN）,大金（DAIKIN）空气净化器家用加强型 KJ421F-N01(MC71NV2C-W) 白色,1541277920,2749,1466,5,1320,508,0.97,3,5,11,18
ZTK 适配亚都空气净化器滤网 滤芯 适配HJZ/KJF4901/4902,ZTK,ZTK 适配亚都空气净化器滤网 滤芯 适配HJZ/KJF4901/4902,11334475064,428,1476,5,1351,837,0.99,18,0,1,2
ZTK 适配亚都空气净化器滤网 滤芯 KJG2104/2101/2106/2701/02,ZTK,ZTK 适配亚都空气净化器滤网 滤芯 KJG2104/2101/2106/2701/02,11120888283,168,1476,5,1351,837,0.99,18,0,1,2
松下（Panasonic） 空气净化器家用除甲醛雾霾PM2.5二手烟办公室氧吧 F-PDF35C-G,松下（Panasonic）,松下（Panasonic） 空气净化器家用除甲醛雾霾PM2.5二手烟办公室氧吧 F-PDF35C-G,10120175328,899,1498,5,1456,781,0.99,21,32,5,1
奥司汀空气净化器HM230S新装修去异味家具除甲醛 美国原装进口 浅灰色,奥司汀（Austin Mecent）,奥司汀空气净化器HM230S新装修去异味家具除甲醛 美国原装进口 浅灰色,15236483509,5199,1445,5,1374,104,0.96,7,2,16,29
夏普（SHARP）空气净化器家用除甲醛PM2.5净离子群杀菌加湿空气消毒机除雾霾KC-W380S-W1,夏普（Sharp）,夏普KC-W380S-W1,5295785,1799,1431,5,924,1074,0.99,2,15,6,2
飞利浦（PHILIPS）纳米级劲护滤网滤芯 FY8197/00  专业S3型 适用于飞利浦空气净化器AC8688/AC8612/AC8622,飞利浦（PHILIPS）,飞利浦FY8197/00,2340104,699,1431,5,1160,1078,0.99,4,1,4,5
ZTK 适配亚都空气净化器滤网 滤芯 KJG130S/130KAS/TGS,ZTK,ZTK 适配亚都空气净化器滤网 滤芯 KJG130S/130KAS/TGS,35752518767,168,1476,5,1351,837,0.99,18,0,1,2
TIPON/德国汉朗车载空气净化器 车载净化器除烟味 汽车空调口净化器除甲醛异味雾霾 白色,汉朗,TIPON/德国汉朗车载空气净化器 车载净化器除烟味 汽车空调口净化器除甲醛异味雾霾 白色,34312069669,680,1420,5,1411,528,1,2,0,0,0
花上无耗材家用车载空气净化器除甲醛汽车鞋柜衣柜厕所用负离子除异味 黑色,花上（HUSUM）,花上无耗材家用车载空气净化器除甲醛汽车鞋柜衣柜厕所用负离子除异味 黑色,20810722374,398.99,1412,5,1160,1057,0.98,6,5,8,8
DGQ 车载空气净化器 除异味车载净化器 智能车用除甲醛烟尘雾霾PM2.5 经典都市白+家用充电器,DGQ,DGQ 车载空气净化器 除异味车载净化器 智能车用除甲醛烟尘雾霾PM2.5 经典都市白+家用充电器,11892982815,559,1407,5,1381,101,0.98,10,2,5,15
DGQ 车载空气净化器 除异味车载净化器 智能车用除甲醛烟尘雾霾PM2.5 时尚科技灰,DGQ,DGQ 车载空气净化器 除异味车载净化器 智能车用除甲醛烟尘雾霾PM2.5 时尚科技灰,11892982811,599,1407,5,1381,101,0.98,10,2,5,15
DGQ 车载空气净化器 除异味车载净化器 智能车用除甲醛烟尘雾霾PM2.5 时尚科技灰+家用充电器,DGQ,DGQ 车载空气净化器 除异味车载净化器 智能车用除甲醛烟尘雾霾PM2.5 时尚科技灰+家用充电器,11892982812,599,1407,5,1381,101,0.98,10,2,5,15
霍尼韦尔(Honeywell)智能空气净化器 除菌/除雾霾/除甲醛 (京鱼座智能生态产品) KJ600F-JAC2158G,霍尼韦尔（Honeywell）,霍尼韦尔KJ600F-JAC2158G,5275914,4999,1396,5,1283,984,0.98,26,11,7,7
百车达 车载空气净化器 太阳能汽车内用氧吧HEPA滤网活性炭消除异味甲醛香薰负离子PM2.5 新款智能屏显净化器,百车达（BAICHEDA）,百车达 车载空气净化器 太阳能汽车内用氧吧HEPA滤网活性炭消除异味甲醛香薰负离子PM2.5 新款智能屏显净化器,31961327326,228,1391,5,1304,319,0.99,14,6,2,3
三板斧 桌面空气净化器迷你办公室小型负离子母婴孕妇清新器家用除甲醛烟味卧室内去异味除二手烟雾霾粉尘 珍珠白【升级版/光波诱杀+仿生+空净化三合一】,三板斧,三板斧 桌面空气净化器迷你办公室小型负离子母婴孕妇清新器家用除甲醛烟味卧室内去异味除二手烟雾霾粉尘 珍珠白【升级版/光波诱杀+仿生+空净化三合一】,16642605889,368,1391,5,1307,960,0.99,8,4,2,1
三板斧 桌面空气净化器迷你办公室小型负离子母婴孕妇清新器家用除甲醛烟味卧室内去异味除二手烟雾霾粉尘 星空黑【升级版/光波诱杀+仿生+空净化三合一】,三板斧,三板斧 桌面空气净化器迷你办公室小型负离子母婴孕妇清新器家用除甲醛烟味卧室内去异味除二手烟雾霾粉尘 星空黑【升级版/光波诱杀+仿生+空净化三合一】,16642605892,368,1391,5,1307,960,0.99,8,4,2,1
欧兰普（Airpple） 欧兰普家用空气净化器CF-8408除甲醛异味 甲醛版滤网套餐,欧兰普（Airpple）,欧兰普（Airpple） 欧兰普家用空气净化器CF-8408除甲醛异味 甲醛版滤网套餐,25419326785,679,1374,5,1365,461,0.99,7,1,2,2
布鲁雅尔Blueair 除甲醛净化器 智能空气净化器 380iF 家用办公 强效去除甲醛雾霾PM2.5 “黄金甲 ”滤网,布鲁雅尔（Blueair）,布鲁雅尔380iF,1.00003E+11,3999,1363,5,391,962,0.97,18,27,7,3
小米（MI）车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器 米家车载空气净化器+净化器滤芯(除甲醛活性炭版),小米（MI）,小米（MI）车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器 米家车载空气净化器+净化器滤芯(除甲醛活性炭版),26214694473,350,1360,5,1220,1046,0.99,2,2,3,2
小米（MI）车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器 米家车载空气净化器滤芯（除甲醛活性炭版）,小米（MI）,小米（MI）车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器 米家车载空气净化器滤芯（除甲醛活性炭版）,26214694471,78,1360,5,1220,1046,0.99,2,2,3,2
小米（MI）车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器 小米米家车载空气净化器,小米（MI）,小米（MI）车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器 小米米家车载空气净化器,26214144679,282,1360,5,1220,1046,0.99,2,2,3,2
飞利浦（PHILIPS）空气净化器 除甲醛 除雾霾 除细菌 病毒 AC1212/00-260立方米/h,飞利浦（PHILIPS）,飞利浦（PHILIPS）空气净化器 除甲醛 除雾霾 除细菌 病毒 AC1212/00-260立方米/h,10807222571,1199,1359,5,1316,466,0.98,22,19,18,8
帛珑（Bergluft）德国新风系统家用壁挂式新风机 空气净化器通风换气过滤除雾霾除PM2.5甲醛 Pure臻净版（电辅加热智能APP）,帛珑（Bergluft）,帛珑（Bergluft）德国新风系统家用壁挂式新风机 空气净化器通风换气过滤除雾霾除PM2.5甲醛 Pure臻净版（电辅加热智能APP）,28041154975,4300,1356,5,1350,430,0.99,9,4,0,1
复旦申花 车载空气净化器汽车内用无耗材除异味甲醛烟味PM2.5雾霾 黑色,复旦申花,复旦申花 车载空气净化器汽车内用无耗材除异味甲醛烟味PM2.5雾霾 黑色,16678249967,498,1356,5,1348,97,0.99,27,0,1,1
飞利浦(Philips) 空气净化器加湿器一体机 除甲醛除雾霾除细菌无雾空气加湿器 AC2726/00 加湿速率500毫升/h,飞利浦（PHILIPS）,飞利浦(Philips) 空气净化器加湿器一体机 除甲醛除雾霾除细菌无雾空气加湿器 AC2726/00 加湿速率500毫升/h,37628414029,2599,1350,5,785,928,0.99,19,37,2,1
思博润(SBREL) 配飞利浦空气净化器过滤网滤芯 AC4144集尘HEPA网 适用飞利浦AC4072 AC4074 AC4083(经济版),思博润（SBREL）,思博润AC4144 经济版 HEPA过滤网,1298214,59,1349,5,1243,547,0.97,4,0,12,16
乔帮主 车载空气净化器 除甲醛 汽车负离子智能净化空气除烟味异味PM2.5 土豪金 智能空气检测款,乔帮主,乔帮主 车载空气净化器 除甲醛 汽车负离子智能净化空气除烟味异味PM2.5 土豪金 智能空气检测款,10200917881,199,1347,5,1331,80,0.99,0,0,5,4
,,,,,,,,,,,,,
诺比克 家用空气净化器祛除甲醛厨房卫生间厕所杀菌消毒器宠物除臭去异味臭氧负离子机非空气清新剂 去甲醛除臭消毒机-白色,诺比克（nuobio）,诺比克 家用空气净化器祛除甲醛厨房卫生间厕所杀菌消毒器宠物除臭去异味臭氧负离子机非空气清新剂 去甲醛除臭消毒机-白色,33215339779,139,1344,5,968,848,0.99,8,6,2,5
极体（GeeTee）X3 水杯型 车载空气净化器除甲醛除PM2.5车用家用负离子,极体（GeeTee）,极体X3,4260714,199,1339,5,1272,348,0.97,16,2,16,22
TCL 车载空气净化器 除甲醛负离子去烟味异味PM2.5活性炭滤网车用汽车净化器 KJ13F-C3,TCL,TCLKJ13F,1.00005E+11,279,1338,5,477,855,0.98,6,1,3,3
TCL KJ13F-C3 车载空气净化器滤网 去异味除甲醛烟味 PM2.5活性炭复合性滤网,TCL,TCLKJ13F-C3,1.00007E+11,65,1338,5,477,855,0.98,6,1,3,3
飞利浦(Philips) 空气净化器加湿器一体机 除甲醛除雾霾除细菌无雾空气加湿器 AC4924/00 加湿速率700毫升/h,飞利浦（PHILIPS）,飞利浦(Philips) 空气净化器加湿器一体机 除甲醛除雾霾除细菌无雾空气加湿器 AC4924/00 加湿速率700毫升/h,47854542463,4399,1350,5,785,928,0.99,19,37,2,1
【现货免邮】小米(MI)空气净化器2 家用智能除甲醛雾霾二手烟PM2.5 米家滤网滤芯 除甲醛增强版S1,小米（MI）,【现货免邮】小米(MI)空气净化器2 家用智能除甲醛雾霾二手烟PM2.5 米家滤网滤芯 除甲醛增强版S1,11439833995,147,1340,5,1167,1040,0.99,1,0,5,2
【现货免邮】小米(MI)空气净化器2 家用智能除甲醛雾霾二手烟PM2.5 米家滤网滤芯 小米净化器滤芯【普通版】,小米（MI）,【现货免邮】小米(MI)空气净化器2 家用智能除甲醛雾霾二手烟PM2.5 米家滤网滤芯 小米净化器滤芯【普通版】,11439833996,139,1340,5,1167,1040,0.99,1,0,5,2
车载空气净化器车用消除异味去甲醛pm2.5活性氧汽车空气净化器车内 沉稳黑,美泊客,车载空气净化器车用消除异味去甲醛pm2.5活性氧汽车空气净化器车内 沉稳黑,31106392789,399,1335,5,1234,469,0.99,8,11,2,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
飞利浦(Philips) 空气净化器加湿器一体机 除甲醛除雾霾除细菌无雾空气加湿器 AC3824/00 加湿速率600毫升/h,飞利浦（PHILIPS）,飞利浦(Philips) 空气净化器加湿器一体机 除甲醛除雾霾除细菌无雾空气加湿器 AC3824/00 加湿速率600毫升/h,47854542462,3299,1350,5,785,928,0.99,19,37,2,1
车载空气净化器车用消除异味去甲醛pm2.5活性氧汽车空气净化器车内 陶瓷白,美泊客,车载空气净化器车用消除异味去甲醛pm2.5活性氧汽车空气净化器车内 陶瓷白,31106392790,399,1335,5,1234,469,0.99,8,11,2,1
airx 空气净化器除甲醛 家用除甲醛除雾霾PM2.5除烟尘除异味除过敏源 实测甲醛CADR值637.3立方米每小时 A8P,airx,airxA8P,1.00004E+11,2999,1314,5,244,1063,0.97,8,12,6,1
小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器2S+增强版滤芯,小米（MI）,小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器2S+增强版滤芯,41575781760,898,1308,5,261,1041,0.97,7,2,1,6
小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器3代+增强版滤芯,小米（MI）,小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器3代+增强版滤芯,56151322878,979,1308,5,261,1041,0.97,7,2,1,6
小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器2S,小米（MI）,小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器2S,41575781759,749,1308,5,261,1041,0.97,7,2,1,6
小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器2S+除菌版滤芯,小米（MI）,小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器2S+除菌版滤芯,41575781762,898,1308,5,261,1041,0.97,7,2,1,6
小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器3代+原装版滤芯,小米（MI）,小米（MI）米家空气净化器2S/3代 家用智能除甲醛霾PM2.5监测室内净化二手烟颗粒物净化器 小米空气净化器3代+原装版滤芯,56151322877,979,1308,5,261,1041,0.97,7,2,1,6
澳得迈（AODMA）FA-808A车载空气净化器汽车内用净化杯负离子除甲醛异味雾霾PM2.5黑色,澳得迈（AODMA）,澳得迈FA-808A,3221416,189,1228,5,1069,475,0.97,13,1,12,18
【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02标准款+滤网套餐【性价比之选】,英凯仕,【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02标准款+滤网套餐【性价比之选】,34658839746,299,1224,5,1076,1023,0.99,3,3,5,0
飞利浦 (PHILIPS) 空气净化器 除雾霾 除过敏原 除细菌 病毒 颗粒物CADR 650立方米 AC5602/00,飞利浦（PHILIPS）,飞利浦（PHILIPS）AC5602/00,12262135247,2499,1221,5,1204,998,0.98,3,2,15,2
【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02升级款【带液晶显示】806,英凯仕,【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02升级款【带液晶显示】806,34658839747,299,1224,5,1076,1023,0.99,3,3,5,0
七河 空气净化器小型桌面烟灰缸办公室家用卧室异味净化机便携抽烟神器  除二手烟味 瓷白色,七河（QHE）,七河 空气净化器小型桌面烟灰缸办公室家用卧室异味净化机便携抽烟神器  除二手烟味 瓷白色,52905349181,299,1214,5,649,565,1,0,0,0,0
莱琥 车载空气净化器 车载净化器除甲醛烟味异味 汽车内空气净化器负离子 磨砂黑 专用,莱琥,莱琥 车载空气净化器 车载净化器除甲醛烟味异味 汽车内空气净化器负离子 磨砂黑 专用,45084174959,198,1221,5,289,914,0.94,0,1,14,4
IAM空气净化器 除甲醛雾霾细菌过敏原二手烟 家用办公室 负离子净化 实测CADR=615 VOC监测含甲醛 KJ580F-J5,IAM,IAMKJ580F-J5,1.00005E+11,2399,1217,5,405,800,0.97,15,24,7,5
【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02升级款+滤网套餐【性价比之选】,英凯仕,【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02升级款+滤网套餐【性价比之选】,34658839748,339,1224,5,1076,1023,0.99,3,3,5,0
【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02标准款单机 805,英凯仕,【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 YK-02标准款单机 805,34658839745,259,1224,5,1076,1023,0.99,3,3,5,0
氧咖（YANG-KA.com） 负离子发生器负氧离子机空气净化器家用氧吧小粒径健康养生仪,氧咖（YANG-KA.com）,氧咖（YANG-KA.com） 负离子发生器负氧离子机空气净化器家用氧吧小粒径健康养生仪,25054042169,3299,1217,5,956,868,0.99,16,6,2,5
【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 TC-03升级款+滤网套餐【性价比之选】,英凯仕,【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 TC-03升级款+滤网套餐【性价比之选】,31643059752,359,1224,5,1076,1023,0.99,3,3,5,0
【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 TC-03升级款单机【带空气检测功能】极力推荐,英凯仕,【京东速递配送】英凯仕智能YK-02空气净化器家用卧室室内遥控操控预约定时除烟除尘PM2.5除雾 TC-03升级款单机【带空气检测功能】极力推荐,31140209476,299,1224,5,1076,1023,0.99,3,3,5,0
夏普（SHARP） 空气净化器 KC-WG50-W （PM2.5数字显示款）除雾霾除甲醛杀菌加湿 APP智能远程控制,夏普（Sharp）,夏普KC-WG50-W,3694641,2639,1199,5,1160,631,0.98,27,4,9,9
澳得迈（AODMA）FA-808A车载空气净化器汽车内用净化杯负离子除甲醛异味雾霾PM2.5银色,澳得迈（AODMA）,澳得迈FA-808A,3221412,189,1228,5,1069,475,0.97,13,1,12,18
思博润(SBREL)  配飞利浦空气净化器过滤网滤芯 AC4142除甲醛网 适用飞利浦AC4074 AC4083,思博润（SBREL）,思博润AC4142多功能过滤网,956420,68,1184,5,1086,380,0.97,2,0,12,16
