"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","商品属性","页面网址","页面标题","采集时间"
"WenCong10","PLUS会员","star5","整体工作时机器都很安静，操作都很方便！机子也不重。放在家里还算美观的。值得推荐！但可能在80方以上房子用才不觉得大。","2019-09-05 00:09","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:38.8857114"
"j***玄",,"star5","小米的净化器还是挺不错的，尤其配上米家的APP一起来用，用手机就能远程操控，非常方便。pro的大小还比较合适，对于一般家庭用就够了，夜间模式很静音，完全没有声音，可以检测空气质量，使用自动模式很方便。最关键的是小米的净化器颜值还很高。快递服务态度非常好。","2018-12-18 22:29","1","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:38.9615232"
"b***d","PLUS会员","star5","外形设计：非常简洁，漂亮。净化效果：好的很。噪音大小：小的很，机会听不见。","2019-10-12 18:22","0","0",,,"【新品】米家空气净化器31                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:39.0164129"
"jdxivyiv",,"star5","首先，如果是在绿色区间的，和睡眠状况下的声音确实很低；不产生噪音影响睡眠。其次，还是很美的设计。我原来以为我们家的空气不怎么滴，装了才明白其实也很不错哦，一直都在绿色。","2019-06-01 22:43","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:39.0747697"
"1***p","PLUS会员","star5","已经用了一段时间，很好用，非常灵敏，还能够自动设定，平时不需要多操心，并且也很省电。我家是24小时开着，一般能控制在20以内，坐标西安.……但是只要一开门，马上就升到80.","2019-02-11 07:44","2","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.2742993"
"a***a",,"star5","体积比我想象的大一些，可以手机操作非常方便，定时开关机很省心，不怕上班出门前忘记关了，就是净化效果有待考察，睡眠模式确实很静音，315活动也很给力，还可以6期免息，看了很久终于下手了，比较满意的一次购物","2019-03-30 10:37","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.3352829"
"y***a","PLUS会员","star5","为了迎接宝宝，提前一个多月就买了，一直没打开用。昨天产后出院回来，一进屋就打开用，声音基本可以忽略不计，真的很温柔的出风。显示屏很清晰，可视化的室内温度、湿度，还有一个三位数的计数，应该是室内空气质量指数吧，就是十多二十几，没注意看说明书。也下了小米家APP，以后宝贝在家我也可以看到室内空气情况，很方便。","2019-02-03 07:35","1","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.3851460"
"停***脏",,"star5","京东很快，第二天就收到了。净化器挺不错办公室空气一下清新了很多，而且可以联网，使用app远程操控，很智能，有科技感。好评！","2019-01-04 17:36","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.4360620"
"yjjxiaoxie",,"star5","近期入手了小米的扫地机器人、体脂称和空气净化器，对净化器最满意。使用频率高，能实时看到家里的空气指数，非常好用，睡眠模式简直零噪音，性价比非常高，多买两个也不心疼。","2019-05-05 11:18","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.4849288"
"暮碎天涯","PLUS会员","star5","发货速度超级快，京东物流就是棒！声音的真的小，不把耳朵贴上去听，一点声音都没有！外观颜值也很高！至于净化效果，说实话，本身没有太多的感觉，可能家里空气环境太好了吧……","2019-08-17 09:39","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.5327633"
"jd_花匠133","PLUS会员","star5","非常好用这个，我是放在小房间去除烟味的。检测也非常灵敏，烟两口，机器就检测到200多，然后灭烟后很快能恢复到绿色水准","2019-09-11 10:35","0","0","[购买2天后追评]",,,"https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.5866196"
"l***2",,"star5","外形设计：比较满意净化效果：今天刚到，还在观察噪音大小：很细微安装服务：自己装操作难易：简单","2019-09-22 15:13","0","0",,,,"https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.6405134"
"q***y","PLUS会员","star5","很好的东西，已经买了第三件了，很管用，质量非常好，很智能！空气净化效果很好！很满意！","2019-06-02 10:21","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.7083340"
"沉***5","PLUS会员","star5","外形很规矩方正，是我喜欢的风格，噪音很小，基本静音，净化效果还可以，根据空气情况自动变化风量大小，适合家庭使用。","2019-01-09 22:34","0","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:49:54.7627411"
"芳哆哆丶","PLUS会员","star5","最近几年，空气污染比较严重，作为一名北方人，深有感触。好在官方加强了对空气的治理，大见好转，蓝天白云的天气也是常有，不过仍有个别的坏天气，导致室内空气污染严重。有时候朋友来家做客，吸烟是常有的事情，为了让空气尽快净化，于是购入了一款小米米家空气净化器3，这是刚刚上市不久的一款新品，在很多地方做了升级，今天体验有一周左右的时间了，来跟大家分享下，这款空净究竟值不值得买。全新设计的小米米家空气净化器3依旧保留了小巧的体积，但是相比米家空气净化器2S来说。性能方面有着29%的提升，净化效率更高。除此之外，米家空净3还内置了全新定制的后倾离心风扇和直流无刷电机，增压式风道同样做了全新设计，保证了净化效率的稳定输出，颗粒物CADR值达到了400m/h，适用面积最大可达48㎡，一般小户型使用的话绝对够用了。","2019-10-10 10:39","0","0",,,"【新品】米家空气净化器31                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:50:09.9494153"
